brand_id,legal_name,brand_name,entity_type,website,description,founder,years
5f328b56-1e21-11f1-a0d3-0072ee78ad39,3rd Power Amplification,3rd Power,Manufacturer,https://3rdpower.com/,,,
eb33875e-1e21-11f1-a0d3-0072ee78ad39,Analog Digital Associates,A/DA,Manufacturer,,,,
e7539e16-1e22-11f1-a0d3-0072ee78ad39,Abbey Road Studios,Abbey Road,Studio,https://abbeyroad.com/,,,
ec54145e-1e22-11f1-a0d3-0072ee78ad39,AC Noises,AC Noises,Manufacturer,https://acnoises.us/,,,
f2075f8c-1e22-11f1-a0d3-0072ee78ad39,Acoustic Control Corporation,Acoustic,Manufacturer,https://acousticcontrolcorp.com/,,,
f64e69fa-1e22-11f1-a0d3-0072ee78ad39,"AEA Ribbon Mics, Inc.",AEA,Manufacturer,https://aearibbonmics.com/,,,
0331e386-1e23-11f1-a0d3-0072ee78ad39,Korg Inc.,Aguilar,Manufacturer,https://aguilaramp.com/,,,
cb6527ec-1e2c-11f1-a0d3-0072ee78ad39,"Harman International Industries, Incorporated",AKG,Manufacturer,https://akg.com/,,,
cb6542f4-1e2c-11f1-a0d3-0072ee78ad39,Altec Lansing,Altec Lansing,Manufacturer,https://www.alteclansing.com/,,,
cb655be0-1e2c-11f1-a0d3-0072ee78ad39,"Yamaha Guitar Group, Inc.",Ampeg,Manufacturer,https://ampeg.com/,,,
cb6574c2-1e2c-11f1-a0d3-0072ee78ad39,Ampex Data Systems Corporation,Ampex,Manufacturer,https://www.ampex.com/,,,
cb659e0c-1e2c-11f1-a0d3-0072ee78ad39,AMS Neve Limited,AMS,Manufacturer,https://www.ams-neve.com/,,,
cb65c8f0-1e2c-11f1-a0d3-0072ee78ad39,"Analog Man, LLC.",Analog.Man,Manufacturer,https://www.analogman.com/,,,
cb65e222-1e2c-11f1-a0d3-0072ee78ad39,Aphex,Aphex,Manufacturer,https://aphex.com/,,,
cb66000e-1e2c-11f1-a0d3-0072ee78ad39,"Automated Processes, Inc.",API,Manufacturer,https://apiaudio.com/,,,
cb661c10-1e2c-11f1-a0d3-0072ee78ad39,Ueno Kaihatsu Center Ltd.,Arion,Manufacturer,https://arion-ukc.co.jp/en/,,,
cb664b0e-1e2c-11f1-a0d3-0072ee78ad39,Korg Inc.,ARP,Manufacturer,https://www.arpsynth.com/en/,,,
cb666daa-1e2c-11f1-a0d3-0072ee78ad39,Ashley Audio,Ashly,Manufacturer,https://ashly.com/,,,
cb668aa6-1e2c-11f1-a0d3-0072ee78ad39,Audio-Technica,Audio-Technica,Manufacturer,https://www.audio-technica.com/,,,
cb66a644-1e2c-11f1-a0d3-0072ee78ad39,Videndum Media Solutions Spa,Audix,Manufacturer,https://audixusa.com/,,,
cb66c1f6-1e2c-11f1-a0d3-0072ee78ad39,"Avalon Design USA, LLC.",Avalon Design,Manufacturer,https://www.avalondesign.com/,,,
cb66dc22-1e2c-11f1-a0d3-0072ee78ad39,Butler Audio Inc.,B.K. Butler,Manufacturer,https://butleraudio.com/,,,
cb66fa5e-1e2c-11f1-a0d3-0072ee78ad39,Baldwin Piano,Baldwin,Manufacturer,https://www.baldwinpiano.com/,,,
cb67319a-1e2c-11f1-a0d3-0072ee78ad39,"BBE Sound, Inc.",BBE,Manufacturer,http://www.bbesound.com/,,,
cb674f72-1e2c-11f1-a0d3-0072ee78ad39,Empower Tribe HQ FZE,Behringer,Manufacturer,https://www.behringer.com/,,,
cb676890-1e2c-11f1-a0d3-0072ee78ad39,Ben Adrian,Ben Adrian,Individual,https://www.benadrian.com/,,,
cb678140-1e2c-11f1-a0d3-0072ee78ad39,Bergantino Audio Systems,Bergantino,Manufacturer,https://bergantino.com/,,,
cb679a4a-1e2c-11f1-a0d3-0072ee78ad39,Beyerdynamic,Beyerdynamic,Manufacturer,https://beyerdynamic.com/,,,
cb67b5ca-1e2c-11f1-a0d3-0072ee78ad39,Binson,Binson,Manufacturer,,,,
cb680278-1e2c-11f1-a0d3-0072ee78ad39,Blackstar Amplification Ltd.,Blackstar,Manufacturer,https://blackstaramps.com/,,,
cb681bc8-1e2c-11f1-a0d3-0072ee78ad39,Blue Microphones,Blue,Manufacturer,https://thebluemicrophones.com/,,,
cb683482-1e2c-11f1-a0d3-0072ee78ad39,Bogner Amp,Bogner,Manufacturer,https://bogneramp.com/,,,
cb684cf6-1e2c-11f1-a0d3-0072ee78ad39,Boesendorfer,Boesendorfer,Manufacturer,https://www.boesendorfer.com/,,,
cb688216-1e2c-11f1-a0d3-0072ee78ad39,Roland Corporation,BOSS,Manufacturer,https://www.boss.info/,,,
cb689e90-1e2c-11f1-a0d3-0072ee78ad39,Brauner Microphones,Brauner,Manufacturer,https://brauner-microphones.de/,,,
cb68c6ea-1e2c-11f1-a0d3-0072ee78ad39,Brian May,Brian May,Individual,https://brianmay.com/,,,
cb68dfb8-1e2c-11f1-a0d3-0072ee78ad39,Hottinger Brüel & Kjær,Bruel & Kjaer,Manufacturer,https://www.hbkworld.com/,,,
cb68ff34-1e2c-11f1-a0d3-0072ee78ad39,"Harman International Industries, Incorporated",BSS Audio,Manufacturer,https://bssaudio.com/,,,
cb6919b0-1e2c-11f1-a0d3-0072ee78ad39,Buchla U.S.A.,Buchla,Manufacturer,https://buchla.com/,,,
cb693300-1e2c-11f1-a0d3-0072ee78ad39,Budda Amplification,Budda,Manufacturer,https://budda.com/,,,
cb694ee4-1e2c-11f1-a0d3-0072ee78ad39,CAD Audio Incorporated,CAD,Manufacturer,https://www.cadaudio.com/,,,
cb6967e4-1e2c-11f1-a0d3-0072ee78ad39,Capitol Studios,Capitol Studios,Studio,https://www.capitolstudios.com/,,,
cb698cba-1e2c-11f1-a0d3-0072ee78ad39,Caroline Guitar Company,Caroline,Manufacturer,https://carolineguitar.com/,,,
cb69b4ce-1e2c-11f1-a0d3-0072ee78ad39,Carvin Audio,Carvin,Manufacturer,https://carvinaudio.com/,,,
cb69d396-1e2c-11f1-a0d3-0072ee78ad39,"Casio America, Inc.",Casio,Manufacturer,https://www.casio.com/us/electronic-musical-instruments/,,,
cb6a1ea0-1e2c-11f1-a0d3-0072ee78ad39,Catalinbread Effects,Catalinbread,Manufacturer,https://catalinbread.com/,,,
cb6a3d2c-1e2c-11f1-a0d3-0072ee78ad39,Celestion,Celestion,Manufacturer,https://celestion.com/,,,
cb6a5690-1e2c-11f1-a0d3-0072ee78ad39,Chamberlin,Chamberlin,Manufacturer,,,,
cb6a7a6c-1e2c-11f1-a0d3-0072ee78ad39,Chandler Industries,Chandler,Manufacturer,,,,
cb6a940c-1e2c-11f1-a0d3-0072ee78ad39,"Chandler Limited, Inc.",Chandler Limited,Manufacturer,https://chandlerlimited.com/,,,
cb6aad5c-1e2c-11f1-a0d3-0072ee78ad39,Chase Bliss Audio LLC,Chase Bliss,Manufacturer,https://www.chasebliss.com/,,,
cb6ac634-1e2c-11f1-a0d3-0072ee78ad39,Coles Electroacoustics Ltd.,Coles,Manufacturer,https://coleselectroacoustics.com/,,,
cb6ae22c-1e2c-11f1-a0d3-0072ee78ad39,Macari's Musical Instruments,Colorsound,Manufacturer,https://www.macaris.co.uk/,,,
cb6affbe-1e2c-11f1-a0d3-0072ee78ad39,Cooper FX,Cooper FX,Manufacturer,,,,
cb6b1ab2-1e2c-11f1-a0d3-0072ee78ad39,Pete Cornish,Cornish,Manufacturer,https://www.petecornish.co.uk/,,,
cb6b3920-1e2c-11f1-a0d3-0072ee78ad39,"Countryman Associates, Inc.",Countryman,Manufacturer,https://www.countryman.com/,,,
cb6b54f0-1e2c-11f1-a0d3-0072ee78ad39,"Craig D. Anderton, Inc.",Craig Anderton,Individual,https://craiganderton.org/,,,
cb6b6ee0-1e2c-11f1-a0d3-0072ee78ad39,Crazy Tube Circuits,Crazy Tube Circuits,Manufacturer,https://crazytubecircuits.com/,,,
cb6b90be-1e2c-11f1-a0d3-0072ee78ad39,Crush Drums,Crush Drums,Manufacturer,https://crushdrumsales.myshopify.com/,,,
cb6bacd4-1e2c-11f1-a0d3-0072ee78ad39,Chicago Telephone Supply Corporation,CTS,Manufacturer,https://www.ctscorp.com/,,,
cb6bc9d0-1e2c-11f1-a0d3-0072ee78ad39,Custom Audio Electronics,CAE,Manufacturer,http://www.customaudioelectronics.com/,,,
cb6be730-1e2c-11f1-a0d3-0072ee78ad39,Arbiter Electronics Ltd.,Dallas Arbiter,Manufacturer,,,,
cb6c071a-1e2c-11f1-a0d3-0072ee78ad39,Danelectro,Danelectro,Manufacturer,https://danelectro.com/,,,
cb6c256a-1e2c-11f1-a0d3-0072ee78ad39,Dangerous Music,Dangerous Music,Manufacturer,https://www.dangerousmusic.com/,,,
cb6c3f3c-1e2c-11f1-a0d3-0072ee78ad39,Darkglass Electronics,Darkglass,Manufacturer,https://www.darkglass.com/,,,
cb6c5b52-1e2c-11f1-a0d3-0072ee78ad39,"Harman International Industries, Incorporated",dbx,Manufacturer,https://dbxpro.com/,,,
cb6c75ce-1e2c-11f1-a0d3-0072ee78ad39,Demeter Amplification,Demeter,Manufacturer,https://demeteramps.com/,,,
cb6c8f3c-1e2c-11f1-a0d3-0072ee78ad39,Diezel Amplification,Diezel,Manufacturer,https://www.diezelamplification.com/,,,
cb6cb1ba-1e2c-11f1-a0d3-0072ee78ad39,DigiTech,DigiTech,Manufacturer,https://digitech.com/,,,
cb6cce16-1e2c-11f1-a0d3-0072ee78ad39,Digital Keyboards,Digital Keyboards,Manufacturer,,,,
cb6ceb30-1e2c-11f1-a0d3-0072ee78ad39,Dingwall Guitars,Dingwall,Manufacturer,https://dingwallguitars.com/,,,
cb6d134e-1e2c-11f1-a0d3-0072ee78ad39,Divided by 13 Amplification,Divided By 13,Manufacturer,https://dividedby13.com/,,,
cb6d2f50-1e2c-11f1-a0d3-0072ee78ad39,Dorrough,Dorrough,Manufacturer,,,,
cb6d4918-1e2c-11f1-a0d3-0072ee78ad39,Dr. Z Amplification,Dr. Z,Manufacturer,https://drzamps.com/,,,
cb6d618c-1e2c-11f1-a0d3-0072ee78ad39,Giniski Liuteria Contemporanea,Dragoon,Manufacturer,http://www.dragoon.it/,,,
cb6d79e2-1e2c-11f1-a0d3-0072ee78ad39,Dumble,Dumble,Manufacturer,http://dumble.com/,,,
cb6d9512-1e2c-11f1-a0d3-0072ee78ad39,"Dunlop Manufacturing, Inc.",Dunlop,Manufacturer,https://www.jimdunlop.com/,,,
cb6db0d8-1e2c-11f1-a0d3-0072ee78ad39,Dytronics,Dytronics,Manufacturer,,,,
cb6dcc1c-1e2c-11f1-a0d3-0072ee78ad39,E-mu Systems,E-mu Systems,Manufacturer,,,,
cb6de5a8-1e2c-11f1-a0d3-0072ee78ad39,EBS Professional Bass Equipment,EBS,Manufacturer,https://ebssweden.com/,,,
cb6dfe94-1e2c-11f1-a0d3-0072ee78ad39,ELAC Electroacustic GmbH,ELAC,Manufacturer,https://elac.com/,,,
cb6e16cc-1e2c-11f1-a0d3-0072ee78ad39,EMI / Abbey Road,EMI,Manufacturer,https://www.abbeyroad.com/,,,
cb6e4796-1e2c-11f1-a0d3-0072ee78ad39,Electronic Music Studios,EMS,Manufacturer,https://emssynthesisers.co.uk/,,,
cb6e6000-1e2c-11f1-a0d3-0072ee78ad39,HiFiction AG,EMT,Manufacturer,https://emt-tontechnik.ch/,,,
cb6e7888-1e2c-11f1-a0d3-0072ee78ad39,EarthQuaker Devices LLC,EarthQuaker Devices,Manufacturer,https://www.earthquakerdevices.com/,,,
cb6ea8b2-1e2c-11f1-a0d3-0072ee78ad39,"Earthworks, Inc.",Earthworks,Manufacturer,https://earthworksaudio.com/,,,
cb6ec036-1e2c-11f1-a0d3-0072ee78ad39,Eden Amplification,Eden,Manufacturer,https://www.gear4music.com/Bass_Amps/Eden,,,
cb6ed83c-1e2c-11f1-a0d3-0072ee78ad39,Electrix Pro,Electrix Pro,Manufacturer,,,,
cb6ef06a-1e2c-11f1-a0d3-0072ee78ad39,Electro-Harmonix / New Sensor Corporation,Electro-Harmonix,Manufacturer,https://www.ehx.com/,,,
cb6f08a2-1e2c-11f1-a0d3-0072ee78ad39,KEENFINITY,Electro-Voice,Manufacturer,https://www.electrovoice.com/,,,
cb6f2184-1e2c-11f1-a0d3-0072ee78ad39,Elka,Elka,Manufacturer,,,,
cb6f393a-1e2c-11f1-a0d3-0072ee78ad39,elysia GmbH,elysia,Manufacturer,https://www.elysia.com/,,,
cb6f54ba-1e2c-11f1-a0d3-0072ee78ad39,"Eminence Speaker, LLC",Eminence,Manufacturer,https://eminence.com/,,,
8939f13a-5879-4a68-98e6-c44884e326ed,Eminent BV,Eminent,Manufacturer,https://eminentorgans.nl/en/,,,
f81ad048-bf97-46c1-9739-19b73d9da044,Empirical Labs Inc.,Empirical Labs,Manufacturer,https://www.empiricallabs.com/,,,
ae17e6e7-e6a2-4aad-a25a-e574be9f1c8e,ENGL Gerätebau GmbH,Engl,Manufacturer,https://www.engl-amps.com/,,,
30205802-8a68-4d2d-9765-6855e2fb0634,Ensoniq,Ensoniq,Manufacturer,,,,
07247908-734d-4379-b2ad-82d548c475d3,Epifani,Epifani,Manufacturer,https://epifani.com/,,,
d6c5266b-dee4-4391-a7f7-4fa58f8ad1f4,Ernie Ball Inc.,Ernie Ball,Manufacturer,https://www.ernieball.com/,,,
66d1f92e-b599-4794-9b31-e6e550bff838,Euthymia Electronics,Euthymia,Manufacturer,http://www.euthymia.org/,,,
1e4cdfc5-7837-4d12-9000-aa0f592d837a,Eventide Inc.,Eventide,Manufacturer,https://www.eventideaudio.com/,,,
c618c742-f606-472e-81b0-008976ec480c,FBT Elettronica SpA,FBT,Manufacturer,https://www.fbt.it/,,,
e340bf2f-ad57-4ce5-a988-11ded774a7ed,Fairchild Recording Equipment Corporation,Fairchild,Manufacturer,,,,
3439ace4-0b22-4836-a7d5-37b3f9466811,Fairlight,Fairlight,Manufacturer,https://www.blackmagicdesign.com/,,,
51505ea7-85eb-4df6-8b90-41fc473c9d78,FAME Recording Studios,Fame Studios,Studio,https://famestudios.com/,,,
cd9caf7d-5488-49b2-8b7a-535a11ac2c67,Fane International Limited.,Fane,Manufacturer,https://www.fane-acoustics.com/,,,
1f5a7982-d1fe-4466-a8d3-066c55e9d938,Farfisa,Farfisa,Manufacturer,,,,
c031073b-732e-4b23-89f5-f314dfccee47,Fazioli Pianoforti s.p.a.,Fazioli,Manufacturer,https://www.fazioli.com/,,,
84dfc67a-1436-4820-acc9-1fdc07d4cd59,Fender Musical Instruments Corporation,Fender,Manufacturer,https://www.fender.com/,,,
c8befb0f-aee4-434c-a6ec-ac39277249d5,Fisher Audio,Fisher,Manufacturer,https://fishersaudio.com/,,,
509ce442-c7d2-46d8-a476-7ba73284d498,Fisher Lane Farm,Fisher Lane Farm,Studio,https://thegenesisarchive.co.uk/studio-the-farm-fisher-lane-farm-chiddingfold/,,,
4ac17e17-52ec-4c43-99e9-31b83820da72,Fodera Guitars,Fodera,Manufacturer,https://fodera.com/,,,
05bf6ddc-beab-41d9-b70f-bc2108713569,Foxx,Foxx,Manufacturer,,,,
5816f29f-3e6c-4f33-b12e-23d281faacb3,Warwick GmbH and Co. Music Equipment KG,Framus,Manufacturer,https://www.framus-vintage.de/,,,
276b8a88-de5f-411f-91ed-ffe52a19ab77,Frantone Electronics,Frantone,Manufacturer,https://frantone.com/,,,
aaf49339-2d94-4acb-ae8d-7f068ffec577,Friedman Amplification,Friedman,Manufacturer,https://friedmanamplification.com/,,,
faca8dc5-9948-4b41-acf9-ae85ca5b90f8,Greg Fryer Guitars,Fryer,Manufacturer,https://fryerguitars.com/,,,
c9d050e4-23cd-4e41-9bfb-f7cdf99f010b,Fuchs Audio Technology,Fuchs,Manufacturer,https://fuchsaudiotechnology.com/,,,
147af267-3b4d-43c8-a091-a66c906304dc,Fulltone USA,Fulltone,Manufacturer,https://www.fulltoneusa.com/,,,
0b7e442a-93b6-4535-8ad5-7bdb5d4cf7d4,Furman,Furman,Manufacturer,https://furmanpower.com/,,,
8b2be492-7969-4478-bb34-ca5e7e8f995e,God City Instruments,GCI,Manufacturer,https://www.godcityinstruments.com/,,,
444aa52e-c98e-4dc2-8a1d-416736b8281a,George Massenburg Labs,GML,Manufacturer,https://www.massenburg.com/,,,
c7e70cbd-661e-4626-9912-289873d50d77,Gallien-Krueger,Gallien-Krueger,Manufacturer,Gallien-Krueger,,,
d5a7ac84-0d17-4ac6-b8f1-556b00f6d753,Geloso,Geloso,Manufacturer,,,,
111482d4-8033-40a9-bf4c-d6f70f870df9,Gibson,Gibson,Manufacturer,https://www.gibson.com/,,,
43a4c18e-caf8-4d4e-b8bd-61f2bc99e8fe,Grammatico Amplifiers,Grammatico,Manufacturer,https://grammaticoamps.com/,,,
1fa534eb-46a9-4506-9bb4-fe56c76e6c93,Gretsch Guitars,Gretsch,Manufacturer,https://www.gretschguitars.com/,,,
b0dd9c4f-02b7-4cbf-b386-7d45f5bcf68b,Groove Tubes,Groove Tubes,Manufacturer,,,,
9ada13a6-2a90-4788-86a3-e6de7a733de2,"Yamaha Guitar Group, Inc.",Guild,Manufacturer,https://guildguitars.com/,,,
c0c2c2ba-f426-4146-8c0a-aeb87e6bcc7d,Guyatone & DeMont Guitars LLC,Guyatone,Manufacturer,https://www.guyatone.com/,,,
3fab2c90-546d-4240-89d1-80f04043b991,Headstock Group,HH Audio,Manufacturer,https://hhaudio.com/,,,
7c1a5d5d-7ae7-4c4e-bca8-356614c2da9a,Hammond Organ Company,Hammond,Manufacturer,https://hammondorganco.com/,,,
6436b2a7-8ff3-424c-83cc-cef60039d3fe,Hansa Studios,Hansa Tonstudios,Studio,https://hansastudios.de/,,,
960d022a-625f-4c83-81c1-4acff65304de,Audiotonix Limited,Harrison,Manufacturer,https://harrisonaudio.com/,,,
f3940fa6-7017-456d-9978-b1cc3bd4ad1f,Samson Distribution LLC,Hartke,Manufacturer,https://www.hartke.com/,,,
d227d82d-1292-4f67-8f1f-c52ed87bccd3,"Heil Sound Communications, Inc.",Heil Sound,Manufacturer,https://heilsound.com/,,,
aec6b27f-2302-4669-9e2e-ce49e3355eb7,Helios Electronics Limited.,Helios,Manufacturer,https://www.helios-electronics.com/,,,
a6a2c070-a8bc-4d91-951b-8bfbb2e5d776,Lovepedal L.L.C.,Hermida,Manufacturer,https://www.lovepedal.com/,,,
2ad8113d-8c2e-41ac-b47f-f3aa506b35b1,HESU Sp. z o.o,Hesu,Manufacturer,https://hesu-amps.com/,,,
ee3e931e-24f8-43bf-8cb3-2c840afb2f30,The Hit Factory,The Hit Factory,Studio,https://www.thehitfactory.com/,,,
55bb06af-53e7-48d8-871e-3bc63c134f37,Motown,Hitsville USA,Studio,https://www.motownmuseum.org/,,,
7b67fe2c-5bfc-4a78-8c47-dd7aaed69496,Britampco,Hiwatt,Manufacturer,https://britampco.co.uk/hiwatt/index.html,,,
97758c55-d9eb-4032-9810-f7930fc820cd,Karl Höfner GmbH & Co. KG,Hofner,Manufacturer,https://www.hofner.com/,,,
d570129c-9f42-4c04-9f7d-bfe70662d9ab,Hohner,Hohner,Manufacturer,https://hohner.de/,,,
601cd3d4-655c-4585-aa85-cf777ef8180b,Horizon Devices,Horizon Devices,Manufacturer,https://horizondevices.com/,,,
b54bf319-204e-4987-9e8c-70e24fb9ba51,Hughes & Kettner,Hughes & Kettner,Manufacturer,https://hughes-and-kettner.com/,,,
65fdd29e-7434-4351-9476-41afbaa2e89d,ISP Technologies,ISP Technologies,Manufacturer,https://www.isptechnologies.com/,,,
288aa0ec-aa11-4b27-93f1-5a91b588437f,Hoshino Inc.,Ibanez,Manufacturer,https://www.ibanez.com/,,,
edec076f-44e2-477c-bf61-077e25b2784f,Intersound,Intersound,Manufacturer,,,,
544ce491-5093-4cb2-9546-790c13720adb,Rockett Audio,J. Rockett,Manufacturer,https://rockettpedals.com/,,,
de796fc3-5b41-4324-af28-080b71a9c048,"Harman International Industries, Incorporated",JBL,Manufacturer,https://www.jbl.com/,,,
ca9b03c3-ddcf-46a0-8785-ab8b8f38d277,JHS Pedals,JHS,Manufacturer,https://jhspedals.info/,,,
090e80ca-89f5-4f3a-bbb6-ffe5021f0809,Jaymar,Jaymar,Manufacturer,,,,
93583c7a-a7ea-474d-b4ca-6dafecdd867d,CE Distribution,Jensen,Manufacturer,https://www.jensentone.com/,,,
4cad4349-4d1f-4052-bc50-680e7ed74787,Jet City Custom,Jet City,Manufacturer,https://www.jetcitycustom.com/,,,
1f24d15e-7c2e-4e99-b352-ddb02b470f27,John Deacon,John Deacon,Individual,,,,
69c45746-d53c-48f3-b337-e854e21855f9,"Harman International Industries, Incorporated",Johnson,Manufacturer,,,,
30efe558-c88c-45a6-9e84-58840f0e5d64,Jordan,Jordan,Manufacturer,,,,
897a9a39-3164-46bd-9022-ad00a6467db9,Jupiter Speakers,Jupiter,Manufacturer,https://jupiter-speakers.com/,,,
b37fcc05-708b-49bd-9445-5a599d15ccc0,Knight Audio Technologies,KAT,Manufacturer,https://deacyamp.com/,,,
e204f264-5879-472a-88ef-69cdec96878f,Keeley Electronics,Keeley,Manufacturer,https://robertkeeley.com/,,,
920ed0c9-abf3-4ed8-96da-2989ea3f75ea,Klon,Klon,Manufacturer,,,,
1ebff14d-6b8f-4d2f-a934-92283151e281,Koch Guitar Electronics,Koch,Manufacturer,https://www.koch-amps.com/,,,
7b1ae4ac-2a0a-4402-b9b1-7b5abce23d53,Koch & Korselt,Koch & Korselt,Manufacturer,,,,
dc9e44a8-fdd0-465d-85d1-733ad97a7f01,Koestler,Koestler,Manufacturer,,,,
c5823d1f-a4a9-4dd4-a122-fa0cae45b12f,Korg Inc.,Korg,Manufacturer,https://www.korg.com/,,,
cb6e2f86-1e2c-11f1-a0d3-0072ee78ad39,Landgraff,Landgraff,Manufacturer,,,,
